4.5718e-15,4.5599e-29,0.31
1.0156e-14,1.0129e-28,0.31
1.1392e-14,1.1362e-28,0.31
1.2902e-14,1.2869e-28,0.31
1.4746e-14,1.4708e-28,0.31
1.6999e-14,1.6955e-28,0.31
1.9751e-14,1.9699e-28,0.31
2.3111e-14,2.3051e-28,0.31
2.7216e-14,2.7145e-28,0.31
3.2229e-14,3.2146e-28,0.31
3.8353e-14,3.8253e-28,0.31
4.5832e-14,4.5713e-28,0.31
5.4967e-14,5.4825e-28,0.31
6.6125e-14,6.5953e-28,0.31
7.9753e-14,7.9546e-28,0.31
9.6398e-14,9.6148e-28,0.31
1.1673e-13,1.1643e-27,0.31
1.4156e-13,1.4119e-27,0.31
1.7189e-13,1.7144e-27,0.31
2.0894e-13,2.0839e-27,0.31
2.5418e-13,2.5352e-27,0.31
3.0945e-13,3.0864e-27,0.31
3.7695e-13,3.7597e-27,0.31
4.5939e-13,4.582e-27,0.31
5.6009e-13,5.5864e-27,0.31
6.8308e-13,6.8131e-27,0.31
8.3331e-13,8.3114e-27,0.31
1.0168e-12,1.0142e-26,0.31
1.2409e-12,1.2377e-26,0.31
1.5146e-12,1.5107e-26,0.31
1.849e-12,1.8442e-26,0.31
2.2573e-12,2.2515e-26,0.31
2.7561e-12,2.7489e-26,0.31
3.3653e-12,3.3565e-26,0.31
4.1093e-12,4.0987e-26,0.31
5.0181e-12,5.0051e-26,0.31
6.1281e-12,6.1122e-26,0.31
7.4839e-12,7.4645e-26,0.31
9.1399e-12,9.1162e-26,0.31
1.1162e-11,1.1133e-25,0.31
1.3633e-11,1.3597e-25,0.31
1.665e-11,1.6607e-25,0.31
2.0336e-11,2.0283e-25,0.31
2.4837e-11,2.4772e-25,0.31
3.0335e-11,3.0256e-25,0.31
3.705e-11,3.6954e-25,0.31
4.5252e-11,4.5135e-25,0.31
5.527e-11,5.5126e-25,0.31
6.7506e-11,6.7331e-25,0.31
8.2451e-11,8.2237e-25,0.31
1.007e-10,1.0044e-24,0.31
1.23e-10,1.2268e-24,0.31
1.5023e-10,1.4984e-24,0.31
1.8349e-10,1.8302e-24,0.31
2.2412e-10,2.2353e-24,0.31
2.7374e-10,2.7303e-24,0.31
3.3434e-10,3.3347e-24,0.31
4.0836e-10,4.073e-24,0.31
4.9877e-10,4.9748e-24,0.31
6.092e-10,6.0762e-24,0.31
7.4408e-10,7.4215e-24,0.31
9.0882e-10,9.0647e-24,0.31
1.11e-09,1.1072e-23,0.31
1.3558e-09,1.3523e-23,0.31
1.656e-09,1.6517e-23,0.31
2.0226e-09,2.0174e-23,0.31
2.4704e-09,2.464e-23,0.31
3.0174e-09,3.0096e-23,0.31
3.6854e-09,3.6759e-23,0.31
4.5014e-09,4.4897e-23,0.31
5.498e-09,5.4838e-23,0.31
6.7153e-09,6.6979e-23,0.31
8.2021e-09,8.1808e-23,0.31
1.0018e-08,9.9921e-23,0.31
1.2236e-08,1.2204e-22,0.31
1.4945e-08,1.4906e-22,0.31
1.8254e-08,1.8207e-22,0.31
2.2296e-08,2.2238e-22,0.31
2.7232e-08,2.7161e-22,0.31
3.3261e-08,3.3175e-22,0.31
4.0625e-08,4.052e-22,0.31
4.962e-08,4.9491e-22,0.31
6.0606e-08,6.0448e-22,0.31
7.4024e-08,7.3832e-22,0.31
9.0413e-08,9.0178e-22,0.31
1.1043e-07,1.1014e-21,0.31
1.3488e-07,1.3453e-21,0.31
1.6474e-07,1.6432e-21,0.31
2.0122e-07,2.007e-21,0.31
2.4577e-07,2.4513e-21,0.31
3.0018e-07,2.994e-21,0.31
3.6664e-07,3.6569e-21,0.31
4.4781e-07,4.4665e-21,0.31
5.4696e-07,5.4554e-21,0.31
6.6806e-07,6.6632e-21,0.31
8.1596e-07,8.1385e-21,0.31
9.9662e-07,9.9403e-21,0.31
1.2173e-06,1.2141e-20,0.31
1.4868e-06,1.4829e-20,0.31
1.8159e-06,1.8112e-20,0.31
2.2179e-06,2.2122e-20,0.31
2.709e-06,2.7019e-20,0.31
3.3087e-06,3.3001e-20,0.31
4.0412e-06,4.0307e-20,0.31
4.9358e-06,4.923e-20,0.31
6.0284e-06,6.0128e-20,0.31
7.3629e-06,7.3438e-20,0.31
8.9927e-06,8.9693e-20,0.31
1.0983e-05,1.0955e-19,0.31
1.3414e-05,1.3379e-19,0.31
1.6383e-05,1.634e-19,0.31
2.0008e-05,1.9956e-19,0.31
2.4435e-05,2.4372e-19,0.31
2.9841e-05,2.9764e-19,0.31
3.6442e-05,3.6348e-19,0.31
4.4501e-05,4.4386e-19,0.31
5.4341e-05,5.42e-19,0.31
6.6352e-05,6.618e-19,0.31
8.1013e-05,8.0803e-19,0.31
9.8905e-05,9.8648e-19,0.31
0.00012074,1.2042e-18,0.31
0.00014737,1.4699e-18,0.31
0.00017985,1.7938e-18,0.31
0.00021945,2.1888e-18,0.31
0.00026771,2.6702e-18,0.31
0.0003265,3.2566e-18,0.31
0.00039807,3.9704e-18,0.31
0.00048514,4.8388e-18,0.31
0.00059096,5.8943e-18,0.31
0.00071945,7.1758e-18,0.31
0.00087525,8.7298e-18,0.31
0.0010639,1.0611e-17,0.31
0.0012918,1.2885e-17,0.31
0.0015666,1.5626e-17,0.31
0.001897,1.8921e-17,0.31
0.002293,2.287e-17,0.31
0.0027655,2.7584e-17,0.31
0.0033269,3.3183e-17,0.31
0.00399,3.9797e-17,0.31
0.0047681,4.7557e-17,0.31
0.005674,5.6593e-17,0.31
0.0067193,6.7018e-17,0.31
0.0079126,7.8921e-17,0.31
0.009259,9.235e-17,0.31
0.010758,1.073e-16,0.31
0.012401,1.2369e-16,0.31
0.014174,1.4137e-16,0.31
0.016052,1.6011e-16,0.31
0.018007,1.796e-16,0.31
0.02,1.9948e-16,0.31
0.021993,2.1936e-16,0.31
0.023948,2.3885e-16,0.31
0.025826,2.5759e-16,0.31
0.027599,2.7527e-16,0.31
0.029242,2.9166e-16,0.31
0.030741,3.0661e-16,0.31
0.032087,3.2004e-16,0.31
0.033281,3.3194e-16,0.31
0.034326,3.4237e-16,0.31
0.035232,3.514e-16,0.31
0.03601,3.5917e-16,0.31
0.036673,3.6578e-16,0.31
0.037234,3.7138e-16,0.31
0.037707,3.7609e-16,0.31
0.038103,3.8004e-16,0.31
0.038433,3.8334e-16,0.31
0.038708,3.8608e-16,0.31
0.038936,3.8835e-16,0.31
0.039125,3.9023e-16,0.31
0.039281,3.9179e-16,0.31
0.039409,3.9307e-16,0.31
0.039515,3.9412e-16,0.31
0.039602,3.9499e-16,0.31
0.039673,3.9571e-16,0.31
0.039732,3.9629e-16,0.31
0.039781,3.9677e-16,0.31
0.03982,3.9717e-16,0.31
0.039853,3.9749e-16,0.31
0.039879,3.9776e-16,0.31
0.039901,3.9798e-16,0.31
0.039919,3.9815e-16,0.31
0.039934,3.983e-16,0.31
0.039946,3.9842e-16,0.31
0.039955,3.9852e-16,0.31
0.039964,3.986e-16,0.31
0.03997,3.9866e-16,0.31
0.039976,3.9872e-16,0.31
0.03998,3.9876e-16,0.31
0.039984,3.988e-16,0.31
0.039987,3.9883e-16,0.31
0.039989,3.9885e-16,0.31
0.039991,3.9887e-16,0.31
0.039993,3.9889e-16,0.31
0.039994,3.989e-16,0.31
0.039995,3.9891e-16,0.31
0.039996,3.9892e-16,0.31
0.039997,3.9893e-16,0.31
0.039997,3.9894e-16,0.31
0.039998,3.9894e-16,0.31
0.039998,3.9894e-16,0.31
0.039999,3.9895e-16,0.31
0.039999,3.9895e-16,0.31
0.039999,3.9895e-16,0.31
0.039999,3.9895e-16,0.31
0.039999,3.9896e-16,0.31
0.039999,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9896e-16,0.31
0.04,3.9897e-16,0.31
0.04,3.9897e-16,0.31
0.04,3.9897e-16,0.31
0.040001,3.9897e-16,0.31
0.040001,3.9897e-16,0.31
0.040001,3.9897e-16,0.31
0.040001,3.9897e-16,0.31
0.040001,3.9897e-16,0.31
0.040001,3.9898e-16,0.31
0.040002,3.9898e-16,0.31
0.040002,3.9898e-16,0.31
0.040003,3.9899e-16,0.31
0.040003,3.99e-16,0.31
0.040004,3.99e-16,0.31
0.040005,3.9901e-16,0.31
0.040006,3.9902e-16,0.31
0.040007,3.9904e-16,0.31
0.040009,3.9905e-16,0.31
0.040011,3.9907e-16,0.31
0.040013,3.991e-16,0.31
0.040016,3.9913e-16,0.31
0.04002,3.9916e-16,0.31
0.040024,3.9921e-16,0.31
0.04003,3.9926e-16,0.31
0.040036,3.9933e-16,0.31
0.040045,3.9941e-16,0.31
0.040054,3.995e-16,0.31
0.040066,3.9962e-16,0.31
0.040081,3.9977e-16,0.31
0.040099,3.9995e-16,0.31
0.040121,4.0017e-16,0.31
0.040147,4.0043e-16,0.31
0.04018,4.0076e-16,0.31
0.040219,4.0115e-16,0.31
0.040268,4.0163e-16,0.31
0.040327,4.0222e-16,0.31
0.040398,4.0293e-16,0.31
0.040485,4.038e-16,0.31
0.040591,4.0486e-16,0.31
0.040719,4.0614e-16,0.31
0.040875,4.0769e-16,0.31
0.041064,4.0957e-16,0.31
0.041292,4.1185e-16,0.31
0.041567,4.1459e-16,0.31
0.041897,4.1788e-16,0.31
0.042293,4.2183e-16,0.31
0.042766,4.2655e-16,0.31
0.043327,4.3215e-16,0.31
0.04399,4.3876e-16,0.31
0.044768,4.4652e-16,0.31
0.045674,4.5556e-16,0.31
0.046719,4.6598e-16,0.31
0.047913,4.7788e-16,0.31
0.049259,4.9131e-16,0.31
0.050758,5.0626e-16,0.31
0.052401,5.2265e-16,0.31
0.054174,5.4033e-16,0.31
0.056052,5.5907e-16,0.31
0.058007,5.7856e-16,0.31
0.06,5.9844e-16,0.31
0.061993,6.1833e-16,0.31
0.063948,6.3782e-16,0.31
0.065826,6.5655e-16,0.31
0.067599,6.7424e-16,0.31
0.069242,6.9063e-16,0.31
0.070741,7.0557e-16,0.31
0.072087,7.19e-16,0.31
0.073281,7.3091e-16,0.31
0.074326,7.4133e-16,0.31
0.075232,7.5037e-16,0.31
0.07601,7.5813e-16,0.31
0.076673,7.6474e-16,0.31
0.077234,7.7034e-16,0.31
0.077707,7.7505e-16,0.31
0.078103,7.79e-16,0.31
0.078433,7.823e-16,0.31
0.078708,7.8504e-16,0.31
0.078936,7.8731e-16,0.31
0.079125,7.8919e-16,0.31
0.079281,7.9075e-16,0.31
0.079409,7.9203e-16,0.31
0.079515,7.9309e-16,0.31
0.079602,7.9395e-16,0.31
0.079673,7.9467e-16,0.31
0.079732,7.9525e-16,0.31
0.079781,7.9574e-16,0.31
0.07982,7.9613e-16,0.31
0.079853,7.9645e-16,0.31
0.079879,7.9672e-16,0.31
0.079901,7.9694e-16,0.31
0.079919,7.9712e-16,0.31
0.079934,7.9726e-16,0.31
0.079946,7.9738e-16,0.31
0.079955,7.9748e-16,0.31
0.079964,7.9756e-16,0.31
0.07997,7.9763e-16,0.31
0.079976,7.9768e-16,0.31
0.07998,7.9772e-16,0.31
0.079984,7.9776e-16,0.31
0.079987,7.9779e-16,0.31
0.079989,7.9781e-16,0.31
0.079991,7.9783e-16,0.31
0.079993,7.9785e-16,0.31
0.079994,7.9786e-16,0.31
0.079995,7.9788e-16,0.31
0.079996,7.9788e-16,0.31
0.079997,7.9789e-16,0.31
0.079997,7.979e-16,0.31
0.079998,7.979e-16,0.31
0.079998,7.9791e-16,0.31
0.079999,7.9791e-16,0.31
0.079999,7.9791e-16,0.31
0.079999,7.9791e-16,0.31
0.079999,7.9792e-16,0.31
0.079999,7.9792e-16,0.31
0.079999,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,7.9792e-16,0.31
0.08,1.5918e-15,0.31
0.08,1.7676e-15,0.31
0.08,1.9823e-15,0.31
0.08,2.2445e-15,0.31
0.08,2.5647e-15,0.31
0.08,2.9559e-15,0.31
0.08,3.4337e-15,0.31
0.08,4.0173e-15,0.31
0.08,4.73e-15,0.31
0.08,5.6006e-15,0.31
0.08,6.6639e-15,0.31
0.08,7.9627e-15,0.31
0.08,9.549e-15,0.31
0.08,1.1487e-14,0.31
0.08,1.3853e-14,0.31
0.08,1.6743e-14,0.31
0.08,2.0274e-14,0.31
0.08,2.4586e-14,0.31
0.08,2.9853e-14,0.31
0.08,3.6285e-14,0.31
0.08,4.4142e-14,0.31
0.08,5.3739e-14,0.31
0.08,6.546e-14,0.31
0.08,7.9776e-14,0.31
0.08,9.7263e-14,0.31
0.08,1.1862e-13,0.31
0.08,1.4471e-13,0.31
0.08,1.7657e-13,0.31
0.08,2.1548e-13,0.31
0.08,2.6302e-13,0.31
0.08,3.2107e-13,0.31
0.08,3.9198e-13,0.31
0.08,4.7859e-13,0.31
0.08,5.8438e-13,0.31
0.08,7.1358e-13,0.31
0.08,8.7139e-13,0.31
0.08,1.0641e-12,0.31
0.08,1.2996e-12,0.31
0.08,1.5871e-12,0.31
0.08,1.9383e-12,0.31
0.08,2.3673e-12,0.31
0.08,2.8913e-12,0.31
0.08,3.5312e-12,0.31
0.08,4.3129e-12,0.31
0.08,5.2676e-12,0.31
0.08,6.4337e-12,0.31
0.08,7.8579e-12,0.31
0.08,9.5975e-12,0.31
0.08,1.1722e-11,0.31
0.08,1.4317e-11,0.31
0.08,1.7487e-11,0.31
0.08,2.1359e-11,0.31
0.08,2.6087e-11,0.31
0.08,3.1863e-11,0.31
0.08,3.8917e-11,0.31
0.08,4.7534e-11,0.31
0.08,5.8058e-11,0.31
0.08,7.0911e-11,0.31
0.08,8.6611e-11,0.31
0.08,1.0579e-10,0.31
0.08,1.2921e-10,0.31
0.08,1.5782e-10,0.31
0.08,1.9276e-10,0.31
0.08,2.3543e-10,0.31
0.08,2.8756e-10,0.31
0.08,3.5122e-10,0.31
